sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
league_week,Most number of players rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of players rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of players rostered from same NFL team (<value>).
league_week,Most number of QBs started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of QBs started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of QBs started from same NFL team (<value>).
league_week,Most number of QBs rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of QBs rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of QBs rostered from same NFL team (<value>).
league_week,Most number of RBs started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of RBs started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of RBs started from same NFL team (<value>).
league_week,Most number of RBs rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of RBs rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of RBs rostered from same NFL team (<value>).
league_week,Most number of WR started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of WR started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of WR started from same NFL team (<value>).
league_week,Most number of WR rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of WR rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of WR rostered from same NFL team (<value>).
league_week,Most number of TE started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of TE started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of TE started from same NFL team (<value>).
league_week,Most number of TE rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of TE rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of TE rostered from same NFL team (<value>).
league_week,Number of NFL teams among starting players,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of NFL teams among starting players (<value>).,<row> passes <other> for <N>th-lowest Number of NFL teams among starting players (<value>).
league_week,Number of NFL teams among rostered players,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of NFL teams among rostered players (<value>).,<row> passes <other> for <N>th-lowest Number of NFL teams among rostered players (<value>).
league_week,Stacks,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Stacks (<value>).,<row> passes <other> for <N>th-lowest Stacks (<value>).
league_week,Number of rookies started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of rookies started (<value>).,<row> passes <other> for <N>th-lowest Number of rookies started (<value>).
league_week,Number of rookies rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of rookies rostered (<value>).,<row> passes <other> for <N>th-lowest Number of rookies rostered (<value>).
league_week,% of players drafted,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of players drafted (<value>).,<row> passes <other> for <N>th-lowest % of players drafted (<value>).
league_week,% of 3rd year+ players drafted,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of 3rd year+ players drafted (<value>).,<row> passes <other> for <N>th-lowest % of 3rd year+ players drafted (<value>).
league_week,Player average age,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Player average age (<value>).,<row> passes <other> for <N>th-lowest Player average age (<value>).
league_week,Team age including picks,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Team age including picks (<value>).,<row> passes <other> for <N>th-lowest Team age including picks (<value>).
league_week,Difference between highest and lowest starters,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Difference between highest and lowest starters (<value>).,<row> passes <other> for <N>th-lowest Difference between highest and lowest starters (<value>).
league_week,Donuts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Donuts (roster) (<value>).,<row> passes <other> for <N>th-lowest Donuts (roster) (<value>).
league_week,Donuts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Donuts (starters) (<value>).,<row> passes <other> for <N>th-lowest Donuts (starters) (<value>).
league_week,Players under 10 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players under 10 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players under 10 pts (roster) (<value>).
league_week,Players over 20 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 20 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 20 pts (roster) (<value>).
league_week,Players over 30 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 30 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 30 pts (roster) (<value>).
league_week,Players over 40 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 40 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 40 pts (roster) (<value>).
league_week,Players over 50 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 50 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 50 pts (roster) (<value>).
league_week,% of starters boom,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters boom (<value>).,<row> passes <other> for <N>th-lowest % of starters boom (<value>).
league_week,% of starters upper quartile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters upper quartile (<value>).,<row> passes <other> for <N>th-lowest % of starters upper quartile (<value>).
league_week,% of starters middle 50%,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters middle 50% (<value>).,<row> passes <other> for <N>th-lowest % of starters middle 50% (<value>).
league_week,% of starters lower quartile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters lower quartile (<value>).,<row> passes <other> for <N>th-lowest % of starters lower quartile (<value>).
league_week,% of starters bust,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters bust (<value>).,<row> passes <other> for <N>th-lowest % of starters bust (<value>).
league_week,Number of cuffs rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of cuffs rostered (<value>).,<row> passes <other> for <N>th-lowest Number of cuffs rostered (<value>).
league_week,Number of cuffs started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of cuffs started (<value>).,<row> passes <other> for <N>th-lowest Number of cuffs started (<value>).
league_week,Startup draft players remaining,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Startup draft players remaining (<value>).,<row> passes <other> for <N>th-lowest Startup draft players remaining (<value>).
league_week,Number of Injuries,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Injuries (<value>).,<row> passes <other> for <N>th-lowest Number of Injuries (<value>).
league_week,Number of suspensions,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of suspensions (<value>).,<row> passes <other> for <N>th-lowest Number of suspensions (<value>).
league_week,Number of players on bye,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of players on bye (<value>).,<row> passes <other> for <N>th-lowest Number of players on bye (<value>).
league_week,Hardship,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Hardship (<value>).,<row> passes <other> for <N>th-lowest Hardship (<value>).
league_week,Starter-adjusted Hardship,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter-adjusted Hardship (<value>).,<row> passes <other> for <N>th-lowest Starter-adjusted Hardship (<value>).
league_week,Starter turnover from previous week,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter turnover from previous week (<value>).,<row> passes <other> for <N>th-lowest Starter turnover from previous week (<value>).
league_week,Number of Add/Drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Add/Drops (<value>).,<row> passes <other> for <N>th-lowest Number of Add/Drops (<value>).
league_week,Number of waiver adds,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of waiver adds (<value>).,<row> passes <other> for <N>th-lowest Number of waiver adds (<value>).
league_week,Number of free agency adds,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of free agency adds (<value>).,<row> passes <other> for <N>th-lowest Number of free agency adds (<value>).
league_week,Number of pure drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of pure drops (<value>).,<row> passes <other> for <N>th-lowest Number of pure drops (<value>).
